Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Myanmar,MMR,Net migration,SM.POP.NETM,1961,11972.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1961,-115117.0
Montenegro,MNE,Net migration,SM.POP.NETM,1961,-2254.0
Mongolia,MNG,Net migration,SM.POP.NETM,1961,10440.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1961,37.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1961,-40181.0
Mauritania,MRT,Net migration,SM.POP.NETM,1961,-332.0
Mauritius,MUS,Net migration,SM.POP.NETM,1961,-8984.0
Malawi,MWI,Net migration,SM.POP.NETM,1961,0.0
Malaysia,MYS,Net migration,SM.POP.NETM,1961,-44916.0
North America,NAC,Net migration,SM.POP.NETM,1961,615446.0
Namibia,NAM,Net migration,SM.POP.NETM,1961,-2807.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1961,847.0
Niger,NER,Net migration,SM.POP.NETM,1961,-2893.0
Nigeria,NGA,Net migration,SM.POP.NETM,1961,25515.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1961,-2579.0
Netherlands,NLD,Net migration,SM.POP.NETM,1961,8258.0
Norway,NOR,Net migration,SM.POP.NETM,1961,1437.0
Nepal,NPL,Net migration,SM.POP.NETM,1961,-10601.0
Nauru,NRU,Net migration,SM.POP.NETM,1961,120.0
New Zealand,NZL,Net migration,SM.POP.NETM,1961,10689.0
OECD members,OED,Net migration,SM.POP.NETM,1961,379251.0
Oman,OMN,Net migration,SM.POP.NETM,1961,-2996.0
Other small states,OSS,Net migration,SM.POP.NETM,1961,-11755.0
Pakistan,PAK,Net migration,SM.POP.NETM,1961,-66991.0
Panama,PAN,Net migration,SM.POP.NETM,1961,-2394.0
Peru,PER,Net migration,SM.POP.NETM,1961,-7063.0
Philippines,PHL,Net migration,SM.POP.NETM,1961,-143597.0
Palau,PLW,Net migration,SM.POP.NETM,1961,-65.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1961,-10409.0
Poland,POL,Net migration,SM.POP.NETM,1961,-20044.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1961,-36531.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1961,-18268.0
Korea, Dem. People's Rep.,PRK,Net migration,1961,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1961,-112768.0
Paraguay,PRY,Net migration,SM.POP.NETM,1961,-16972.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1961,-18224.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1961,-3482.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1961,240405.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1961,-1050.0
Qatar,QAT,Net migration,SM.POP.NETM,1961,3186.0
Romania,ROU,Net migration,SM.POP.NETM,1961,-54642.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1961,-204349.0
Rwanda,RWA,Net migration,SM.POP.NETM,1961,-20508.0
South Asia,SAS,Net migration,SM.POP.NETM,1961,241595.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1961,15000.0
Sudan,SDN,Net migration,SM.POP.NETM,1961,3904.0
Senegal,SEN,Net migration,SM.POP.NETM,1961,9549.0
Singapore,SGP,Net migration,SM.POP.NETM,1961,3490.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1961,-1016.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,1961,-2947.0
El Salvador,SLV,Net migration,SM.POP.NETM,1961,-4159.0
San Marino,SMR,Net migration,SM.POP.NETM,1961,206.0
Somalia,SOM,Net migration,SM.POP.NETM,1961,1336.0
Serbia,SRB,Net migration,SM.POP.NETM,1961,6422.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,1961,-75484.0
South Sudan,SSD,Net migration,SM.POP.NETM,1961,1194.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,1961,-75637.0
Small states,SST,Net migration,SM.POP.NETM,1961,-31353.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,1961,-960.0
Suriname,SUR,Net migration,SM.POP.NETM,1961,660.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,1961,4812.0
Slovenia,SVN,Net migration,SM.POP.NETM,1961,-306.0
Sweden,SWE,Net migration,SM.POP.NETM,1961,14401.0
Eswatini,SWZ,Net migration,SM.POP.NETM,1961,-2270.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,1961,234.0
Seychelles,SYC,Net migration,SM.POP.NETM,1961,-153.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,1961,-11237.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,1961,-133.0
Chad,TCD,Net migration,SM.POP.NETM,1961,-760.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,1961,-91738.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1961,-100161.0
Togo,TGO,Net migration,SM.POP.NETM,1961,-14858.0
Thailand,THA,Net migration,SM.POP.NETM,1961,14968.0
Tajikistan,TJK,Net migration,SM.POP.NETM,1961,3291.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,1961,1372.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,1961,-224948.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,1961,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,1961,-96893.0
Tonga,TON,Net migration,SM.POP.NETM,1961,-401.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,1961,241595.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,1961,-75637.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,1961,-8200.0
Tunisia,TUN,Net migration,SM.POP.NETM,1961,-61369.0
Turkiye,TUR,Net migration,SM.POP.NETM,1961,-26187.0
Tuvalu,TUV,Net migration,SM.POP.NETM,1961,-77.0
Tanzania,TZA,Net migration,SM.POP.NETM,1961,8338.0
Uganda,UGA,Net migration,SM.POP.NETM,1961,-7893.0
Ukraine,UKR,Net migration,SM.POP.NETM,1961,51625.0
Upper middle income,UMC,Net migration,SM.POP.NETM,1961,5265.0
Uruguay,URY,Net migration,SM.POP.NETM,1961,703.0
United States,USA,Net migration,SM.POP.NETM,1961,580333.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,1961,48168.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,1961,-1647.0
Venezuela, RB,VEN,Net migration,1961,8369.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,1961,-145.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,1961,1872.0
Viet Nam,VNM,Net migration,SM.POP.NETM,1961,0.0
Vanuatu,VUT,Net migration,SM.POP.NETM,1961,0.0
World,WLD,Net migration,SM.POP.NETM,1961,0.0
Samoa,WSM,Net migration,SM.POP.NETM,1961,-1349.0
Kosovo,XKX,Net migration,SM.POP.NETM,1961,440.0
Yemen, Rep.,YEM,Net migration,1961,-3431.0
South Africa,ZAF,Net migration,SM.POP.NETM,1961,57728.0
Zambia,ZMB,Net migration,SM.POP.NETM,1961,-4043.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,1961,-8204.0
Aruba,ABW,Net migration,SM.POP.NETM,1962,-601.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,1962,-56414.0
Afghanistan,AFG,Net migration,SM.POP.NETM,1962,7016.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,1962,-31675.0
Angola,AGO,Net migration,SM.POP.NETM,1962,-77265.0
Albania,ALB,Net migration,SM.POP.NETM,1962,2325.0
Andorra,AND,Net migration,SM.POP.NETM,1962,665.0
Arab World,ARB,Net migration,SM.POP.NETM,1962,-120111.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,1962,3212.0
Argentina,ARG,Net migration,SM.POP.NETM,1962,31449.0
Armenia,ARM,Net migration,SM.POP.NETM,1962,13898.0
American Samoa,ASM,Net migration,SM.POP.NETM,1962,-94.0
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,1962,-712.0
Australia,AUS,Net migration,SM.POP.NETM,1962,58315.0
Austria,AUT,Net migration,SM.POP.NETM,1962,1509.0
Azerbaijan,AZE,Net migration,SM.POP.NETM,1962,-183.0
Burundi,BDI,Net migration,SM.POP.NETM,1962,-15378.0
Belgium,BEL,Net migration,SM.POP.NETM,1962,14829.0
Benin,BEN,Net migration,SM.POP.NETM,1962,-4844.0
Burkina Faso,BFA,Net migration,SM.POP.NETM,1962,-26040.0
Bangladesh,BGD,Net migration,SM.POP.NETM,1962,26533.0
Bulgaria,BGR,Net migration,SM.POP.NETM,1962,499.0
Bahrain,BHR,Net migration,SM.POP.NETM,1962,810.0
Bahamas, The,BHS,Net migration,1962,2547.0
Bosnia and Herzegovina,BIH,Net migration,SM.POP.NETM,1962,-21531.0
Belarus,BLR,Net migration,SM.POP.NETM,1962,-32996.0
Belize,BLZ,Net migration,SM.POP.NETM,1962,-450.0
Bermuda,BMU,Net migration,SM.POP.NETM,1962,360.0
Bolivia,BOL,Net migration,SM.POP.NETM,1962,-4026.0
Brazil,BRA,Net migration,SM.POP.NETM,1962,-7171.0
Barbados,BRB,Net migration,SM.POP.NETM,1962,-3327.0
Brunei Darussalam,BRN,Net migration,SM.POP.NETM,1962,1088.0
Bhutan,BTN,Net migration,SM.POP.NETM,1962,2096.0
Botswana,BWA,Net migration,SM.POP.NETM,1962,-4028.0
Central African Republic,CAF,Net migration,SM.POP.NETM,1962,474.0
Canada,CAN,Net migration,SM.POP.NETM,1962,35373.0
Central Europe and the Baltics,CEB,Net migration,SM.POP.NETM,1962,-82854.0
Switzerland,CHE,Net migration,SM.POP.NETM,1962,82798.0
Channel Islands,CHI,Net migration,SM.POP.NETM,1962,709.0
Chile,CHL,Net migration,SM.POP.NETM,1962,-28023.0
China,CHN,Net migration,SM.POP.NETM,1962,-31305.0
Cote d'Ivoire,CIV,Net migration,SM.POP.NETM,1962,39670.0
Cameroon,CMR,Net migration,SM.POP.NETM,1962,0.0
Congo, Dem. Rep.,COD,Net migration,1962,35654.0
Congo, Rep.,COG,Net migration,1962,0.0
Colombia,COL,Net migration,SM.POP.NETM,1962,-50108.0
Comoros,COM,Net migration,SM.POP.NETM,1962,-1667.0
Cabo Verde,CPV,Net migration,SM.POP.NETM,1962,904.0
Costa Rica,CRI,Net migration,SM.POP.NETM,1962,934.0
Caribbean small states,CSS,Net migration,SM.POP.NETM,1962,-12361.0
Cuba,CUB,Net migration,SM.POP.NETM,1962,-39116.0
Curacao,CUW,Net migration,SM.POP.NETM,1962,-1381.0
Cayman Islands,CYM,Net migration,SM.POP.NETM,1962,-6.0
Cyprus,CYP,Net migration,SM.POP.NETM,1962,-3441.0
Czechia,CZE,Net migration,SM.POP.NETM,1962,-6886.0
Germany,DEU,Net migration,SM.POP.NETM,1962,276505.0
Djibouti,DJI,Net migration,SM.POP.NETM,1962,1695.0
Dominica,DMA,Net migration,SM.POP.NETM,1962,-1028.0
Denmark,DNK,Net migration,SM.POP.NETM,1962,3900.0
Dominican Republic,DOM,Net migration,SM.POP.NETM,1962,-15389.0
Algeria,DZA,Net migration,SM.POP.NETM,1962,-112676.0
East Asia & Pacific (excluding high income),EAP,Net migration,SM.POP.NETM,1962,-99033.0
Early-demographic dividend,EAR,Net migration,SM.POP.NETM,1962,-182048.0
East Asia & Pacific,EAS,Net migration,SM.POP.NETM,1962,-418395.0
Europe & Central Asia (excluding high income),ECA,Net migration,SM.POP.NETM,1962,167970.0
Europe & Central Asia,ECS,Net migration,SM.POP.NETM,1962,250566.0
Ecuador,ECU,Net migration,SM.POP.NETM,1962,-1315.0
Egypt, Arab Rep.,EGY,Net migration,1962,23184.0
Euro area,EMU,Net migration,SM.POP.NETM,1962,173898.0
Eritrea,ERI,Net migration,SM.POP.NETM,1962,1364.0
Spain,ESP,Net migration,SM.POP.NETM,1962,-45211.0
Estonia,EST,Net migration,SM.POP.NETM,1962,8248.0
Ethiopia,ETH,Net migration,SM.POP.NETM,1962,8960.0
European Union,EUU,Net migration,SM.POP.NETM,1962,92127.0
Fragile and conflict affected situations,FCS,Net migration,SM.POP.NETM,1962,13294.0
Finland,FIN,Net migration,SM.POP.NETM,1962,-6852.0
Fiji,FJI,Net migration,SM.POP.NETM,1962,-889.0
France,FRA,Net migration,SM.POP.NETM,1962,141634.0
Faroe Islands,FRO,Net migration,SM.POP.NETM,1962,-129.0
Micronesia, Fed. Sts.,FSM,Net migration,1962,193.0
Gabon,GAB,Net migration,SM.POP.NETM,1962,0.0
United Kingdom,GBR,Net migration,SM.POP.NETM,1962,76443.0
Georgia,GEO,Net migration,SM.POP.NETM,1962,18981.0
Ghana,GHA,Net migration,SM.POP.NETM,1962,-48017.0
Gibraltar,GIB,Net migration,SM.POP.NETM,1962,219.0
Guinea,GIN,Net migration,SM.POP.NETM,1962,0.0
Gambia, The,GMB,Net migration,1962,2272.0
Guinea-Bissau,GNB,Net migration,SM.POP.NETM,1962,-3960.0
Equatorial Guinea,GNQ,Net migration,SM.POP.NETM,1962,528.0
Greece,GRC,Net migration,SM.POP.NETM,1962,-74972.0
Grenada,GRD,Net migration,SM.POP.NETM,1962,-2735.0
Greenland,GRL,Net migration,SM.POP.NETM,1962,-33.0
Guatemala,GTM,Net migration,SM.POP.NETM,1962,713.0
Guam,GUM,Net migration,SM.POP.NETM,1962,-175.0
Guyana,GUY,Net migration,SM.POP.NETM,1962,-5379.0
High income,HIC,Net migration,SM.POP.NETM,1962,449322.0
Hong Kong SAR, China,HKG,Net migration,1962,-244018.0
Honduras,HND,Net migration,SM.POP.NETM,1962,-5519.0
Heavily indebted poor countries (HIPC),HPC,Net migration,SM.POP.NETM,1962,-121315.0
Croatia,HRV,Net migration,SM.POP.NETM,1962,-2176.0
Haiti,HTI,Net migration,SM.POP.NETM,1962,-16253.0
Hungary,HUN,Net migration,SM.POP.NETM,1962,-1738.0
IBRD only,IBD,Net migration,SM.POP.NETM,1962,-612485.0
IDA & IBRD total,IBT,Net migration,SM.POP.NETM,1962,-703464.0
IDA total,IDA,Net migration,SM.POP.NETM,1962,-90979.0
IDA blend,IDB,Net migration,SM.POP.NETM,1962,-7207.0
Indonesia,IDN,Net migration,SM.POP.NETM,1962,106264.0
IDA only,IDX,Net migration,SM.POP.NETM,1962,-83772.0
Isle of Man,IMN,Net migration,SM.POP.NETM,1962,646.0
India,IND,Net migration,SM.POP.NETM,1962,-70514.0
Not classified,INX,Net migration,SM.POP.NETM,1962,
Ireland,IRL,Net migration,SM.POP.NETM,1962,-17438.0
Iran, Islamic Rep.,IRN,Net migration,1962,77811.0
Iraq,IRQ,Net migration,SM.POP.NETM,1962,3343.0
Iceland,ISL,Net migration,SM.POP.NETM,1962,-228.0
Israel,ISR,Net migration,SM.POP.NETM,1962,52313.0
Italy,ITA,Net migration,SM.POP.NETM,1962,-25840.0
Jamaica,JAM,Net migration,SM.POP.NETM,1962,-27936.0
Jordan,JOR,Net migration,SM.POP.NETM,1962,8098.0
Japan,JPN,Net migration,SM.POP.NETM,1962,-57075.0
Kazakhstan,KAZ,Net migration,SM.POP.NETM,1962,90842.0
Kenya,KEN,Net migration,SM.POP.NETM,1962,4521.0
Kyrgyz Republic,KGZ,Net migration,SM.POP.NETM,1962,21217.0
Cambodia,KHM,Net migration,SM.POP.NETM,1962,-3578.0
Kiribati,KIR,Net migration,SM.POP.NETM,1962,0.0
St. Kitts and Nevis,KNA,Net migration,SM.POP.NETM,1962,-2331.0
Korea, Rep.,KOR,Net migration,1962,-93179.0
Kuwait,KWT,Net migration,SM.POP.NETM,1962,27417.0
Latin America & Caribbean (excluding high income),LAC,Net migration,SM.POP.NETM,1962,-235171.0
Lao PDR,LAO,Net migration,SM.POP.NETM,1962,0.0
Lebanon,LBN,Net migration,SM.POP.NETM,1962,4569.0
Liberia,LBR,Net migration,SM.POP.NETM,1962,2189.0
Libya,LBY,Net migration,SM.POP.NETM,1962,21589.0
St. Lucia,LCA,Net migration,SM.POP.NETM,1962,-2082.0
Latin America & Caribbean,LCN,Net migration,SM.POP.NETM,1962,-300088.0
Least developed countries: UN classification,LDC,Net migration,SM.POP.NETM,1962,-144783.0
Low income,LIC,Net migration,SM.POP.NETM,1962,-94408.0
Liechtenstein,LIE,Net migration,SM.POP.NETM,1962,201.0
Sri Lanka,LKA,Net migration,SM.POP.NETM,1962,-8909.0
Lower middle income,LMC,Net migration,SM.POP.NETM,1962,-359381.0
Low & middle income,LMY,Net migration,SM.POP.NETM,1962,-447951.0
Lesotho,LSO,Net migration,SM.POP.NETM,1962,2172.0
Late-demographic dividend,LTE,Net migration,SM.POP.NETM,1962,-385831.0
Lithuania,LTU,Net migration,SM.POP.NETM,1962,2899.0
Luxembourg,LUX,Net migration,SM.POP.NETM,1962,2014.0
Latvia,LVA,Net migration,SM.POP.NETM,1962,12344.0
Macao SAR, China,MAC,Net migration,1962,1038.0
St. Martin (French part),MAF,Net migration,SM.POP.NETM,1962,0.0
Morocco,MAR,Net migration,SM.POP.NETM,1962,-28071.0
Monaco,MCO,Net migration,SM.POP.NETM,1962,283.0
Moldova,MDA,Net migration,SM.POP.NETM,1962,15884.0
Madagascar,MDG,Net migration,SM.POP.NETM,1962,0.0
Maldives,MDV,Net migration,SM.POP.NETM,1962,-80.0
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,1962,19300.0
Mexico,MEX,Net migration,SM.POP.NETM,1962,-59833.0
Marshall Islands,MHL,Net migration,SM.POP.NETM,1962,54.0
Middle income,MIC,Net migration,SM.POP.NETM,1962,-353543.0
North Macedonia,MKD,Net migration,SM.POP.NETM,1962,-13702.0
Mali,MLI,Net migration,SM.POP.NETM,1962,-10821.0
Malta,MLT,Net migration,SM.POP.NETM,1962,-5360.0
Myanmar,MMR,Net migration,SM.POP.NETM,1962,13546.0
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,1962,-74869.0
Montenegro,MNE,Net migration,SM.POP.NETM,1962,-2606.0
Mongolia,MNG,Net migration,SM.POP.NETM,1962,9049.0
Northern Mariana Islands,MNP,Net migration,SM.POP.NETM,1962,54.0
Mozambique,MOZ,Net migration,SM.POP.NETM,1962,-38504.0
Mauritania,MRT,Net migration,SM.POP.NETM,1962,-342.0
Mauritius,MUS,Net migration,SM.POP.NETM,1962,-6107.0
Malawi,MWI,Net migration,SM.POP.NETM,1962,0.0
Malaysia,MYS,Net migration,SM.POP.NETM,1962,-43033.0
North America,NAC,Net migration,SM.POP.NETM,1962,661350.0
Namibia,NAM,Net migration,SM.POP.NETM,1962,-2403.0
New Caledonia,NCL,Net migration,SM.POP.NETM,1962,865.0
Niger,NER,Net migration,SM.POP.NETM,1962,-2369.0
Nigeria,NGA,Net migration,SM.POP.NETM,1962,27906.0
Nicaragua,NIC,Net migration,SM.POP.NETM,1962,-2727.0
Netherlands,NLD,Net migration,SM.POP.NETM,1962,18024.0
Norway,NOR,Net migration,SM.POP.NETM,1962,655.0
Nepal,NPL,Net migration,SM.POP.NETM,1962,-9249.0
Nauru,NRU,Net migration,SM.POP.NETM,1962,158.0
New Zealand,NZL,Net migration,SM.POP.NETM,1962,12697.0
OECD members,OED,Net migration,SM.POP.NETM,1962,779676.0
Oman,OMN,Net migration,SM.POP.NETM,1962,-2996.0
Other small states,OSS,Net migration,SM.POP.NETM,1962,-7855.0
Pakistan,PAK,Net migration,SM.POP.NETM,1962,-65780.0
Panama,PAN,Net migration,SM.POP.NETM,1962,-2377.0
Peru,PER,Net migration,SM.POP.NETM,1962,-9051.0
Philippines,PHL,Net migration,SM.POP.NETM,1962,-150903.0
Palau,PLW,Net migration,SM.POP.NETM,1962,-54.0
Papua New Guinea,PNG,Net migration,SM.POP.NETM,1962,-12141.0
Poland,POL,Net migration,SM.POP.NETM,1962,-31021.0
Pre-demographic dividend,PRE,Net migration,SM.POP.NETM,1962,-61414.0
Puerto Rico,PRI,Net migration,SM.POP.NETM,1962,-20180.0
Korea, Dem. People's Rep.,PRK,Net migration,1962,0.0
Portugal,PRT,Net migration,SM.POP.NETM,1962,-113947.0
Paraguay,PRY,Net migration,SM.POP.NETM,1962,-16175.0
West Bank and Gaza,PSE,Net migration,SM.POP.NETM,1962,-18971.0
Pacific island small states,PSS,Net migration,SM.POP.NETM,1962,-3433.0
Post-demographic dividend,PST,Net migration,SM.POP.NETM,1962,574040.0
French Polynesia,PYF,Net migration,SM.POP.NETM,1962,-942.0
Qatar,QAT,Net migration,SM.POP.NETM,1962,3773.0
Romania,ROU,Net migration,SM.POP.NETM,1962,-56152.0
Russian Federation,RUS,Net migration,SM.POP.NETM,1962,-177358.0
Rwanda,RWA,Net migration,SM.POP.NETM,1962,-25594.0
South Asia,SAS,Net migration,SM.POP.NETM,1962,-118887.0
Saudi Arabia,SAU,Net migration,SM.POP.NETM,1962,15000.0
Sudan,SDN,Net migration,SM.POP.NETM,1962,4387.0
Senegal,SEN,Net migration,SM.POP.NETM,1962,9809.0
Singapore,SGP,Net migration,SM.POP.NETM,1962,3714.0
Solomon Islands,SLB,Net migration,SM.POP.NETM,1962,-1073.0
Sierra Leone,SLE,Net migration,SM.POP.NETM,1962,-2658.0
El Salvador,SLV,Net migration,SM.POP.NETM,1962,-10307.0
San Marino,SMR,Net migration,SM.POP.NETM,1962,238.0
Somalia,SOM,Net migration,SM.POP.NETM,1962,1496.0
Serbia,SRB,Net migration,SM.POP.NETM,1962,6064.0
Sub-Saharan Africa (excluding high income),SSA,Net migration,SM.POP.NETM,1962,-87961.0
South Sudan,SSD,Net migration,SM.POP.NETM,1962,1386.0
Sub-Saharan Africa,SSF,Net migration,SM.POP.NETM,1962,-88089.0
Small states,SST,Net migration,SM.POP.NETM,1962,-23649.0
Sao Tome and Principe,STP,Net migration,SM.POP.NETM,1962,-927.0
Suriname,SUR,Net migration,SM.POP.NETM,1962,4703.0
Slovak Republic,SVK,Net migration,SM.POP.NETM,1962,-9019.0
Slovenia,SVN,Net migration,SM.POP.NETM,1962,148.0
Sweden,SWE,Net migration,SM.POP.NETM,1962,9627.0
Eswatini,SWZ,Net migration,SM.POP.NETM,1962,-2390.0
Sint Maarten (Dutch part),SXM,Net migration,SM.POP.NETM,1962,251.0
Seychelles,SYC,Net migration,SM.POP.NETM,1962,-128.0
Syrian Arab Republic,SYR,Net migration,SM.POP.NETM,1962,-11641.0
Turks and Caicos Islands,TCA,Net migration,SM.POP.NETM,1962,-136.0
Chad,TCD,Net migration,SM.POP.NETM,1962,-890.0
East Asia & Pacific (IDA & IBRD countries),TEA,Net migration,SM.POP.NETM,1962,-98929.0
Europe & Central Asia (IDA & IBRD countries),TEC,Net migration,SM.POP.NETM,1962,-98238.0
Togo,TGO,Net migration,SM.POP.NETM,1962,-15486.0
Thailand,THA,Net migration,SM.POP.NETM,1962,16605.0
Tajikistan,TJK,Net migration,SM.POP.NETM,1962,4270.0
Turkmenistan,TKM,Net migration,SM.POP.NETM,1962,1337.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,Net migration,SM.POP.NETM,1962,-243423.0
Timor-Leste,TLS,Net migration,SM.POP.NETM,1962,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Net migration,SM.POP.NETM,1962,-55898.0
Tonga,TON,Net migration,SM.POP.NETM,1962,-420.0
South Asia (IDA & IBRD),TSA,Net migration,SM.POP.NETM,1962,-118887.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Net migration,SM.POP.NETM,1962,-88089.0
Trinidad and Tobago,TTO,Net migration,SM.POP.NETM,1962,-8982.0
Tunisia,TUN,Net migration,SM.POP.NETM,1962,-61260.0
Turkiye,TUR,Net migration,SM.POP.NETM,1962,-34353.0
Tuvalu,TUV,Net migration,SM.POP.NETM,1962,-61.0
Tanzania,TZA,Net migration,SM.POP.NETM,1962,3916.0
Uganda,UGA,Net migration,SM.POP.NETM,1962,-6470.0
Ukraine,UKR,Net migration,SM.POP.NETM,1962,45712.0
Upper middle income,UMC,Net migration,SM.POP.NETM,1962,5838.0
Uruguay,URY,Net migration,SM.POP.NETM,1962,-623.0
United States,USA,Net migration,SM.POP.NETM,1962,625617.0
Uzbekistan,UZB,Net migration,SM.POP.NETM,1962,52532.0
St. Vincent and the Grenadines,VCT,Net migration,SM.POP.NETM,1962,-1749.0
Venezuela, RB,VEN,Net migration,1962,6069.0
British Virgin Islands,VGB,Net migration,SM.POP.NETM,1962,-147.0
Virgin Islands (U.S.),VIR,Net migration,SM.POP.NETM,1962,1922.0
Viet Nam,VNM,Net migration,SM.POP.NETM,1962,0.0
Vanuatu,VUT,Net migration,SM.POP.NETM,1962,0.0
World,WLD,Net migration,SM.POP.NETM,1962,0.0
Samoa,WSM,Net migration,SM.POP.NETM,1962,-1341.0
Kosovo,XKX,Net migration,SM.POP.NETM,1962,279.0
Yemen, Rep.,YEM,Net migration,1962,-3503.0
South Africa,ZAF,Net migration,SM.POP.NETM,1962,69771.0
Zambia,ZMB,Net migration,SM.POP.NETM,1962,-4428.0
Zimbabwe,ZWE,Net migration,SM.POP.NETM,1962,-8529.0
Aruba,ABW,Net migration,SM.POP.NETM,1963,-650.0
Africa Eastern and Southern,AFE,Net migration,SM.POP.NETM,1963,-42809.0
Afghanistan,AFG,Net migration,SM.POP.NETM,1963,6681.0
Africa Western and Central,AFW,Net migration,SM.POP.NETM,1963,-32310.0
Angola,AGO,Net migration,SM.POP.NETM,1963,-78700.0
Albania,ALB,Net migration,SM.POP.NETM,1963,4091.0
Andorra,AND,Net migration,SM.POP.NETM,1963,672.0
Arab World,ARB,Net migration,SM.POP.NETM,1963,-162496.0
United Arab Emirates,ARE,Net migration,SM.POP.NETM,1963,3264.0
Argentina,ARG,Net migration,SM.POP.NETM,1963,32866.0
Armenia,ARM,Net migration,SM.POP.NETM,1963,16252.0
American Samoa,ASM,Net migration,SM.POP.NETM,1963,-97.0
Antigua and Barbuda,ATG,Net migration,SM.POP.NETM,1963,-738.0
Australia,AUS,Net migration,SM.POP.NETM,1963,73237.0
Austria,AUT,Net migration,SM.POP.NETM,1963,4774.0
Azerbaijan,AZE,Net migration,SM.POP.NETM,1963,-192.0
Burundi,BDI,Net migration,SM.POP.NETM,1963,-11502.0
Belgium,BEL,Net migration,SM.POP.NETM,1963,16355.0
Benin,BEN,Net migration,SM.POP.NETM,1963,-4847.0
Burkina Faso,BFA,Net migration,SM.POP.NETM,1963,-26382.0
